IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE1990;NBMEN06;RFMQ106;RFMQ206;RFMQ306;RFMIQ06;RFMD106;RFMD206;RFMD306;RFMD406;RFMD606;RFMD706;RFMD806;RFMD906;RFMRD06;RFMET06;RFMMO06;RFMGI06
33100102;MARCHE;3310;Vichy;83;3;33;397;8391;1893;9388;15479;24860;15472;3006;7616;10949;13335;18008;22416;27523;36260;12.1;15046.56;18663.75;0.4039
33100103;DENIERE LES ROMAINS;3310;Vichy;83;3;33;397;8391;1340;11218;17090;26724;15506;4608;9611;12453;14628;20066;23608;29385;37391;8.1;14900.43;20002.24;0.3759
33100104;LES GARETS-BELLEVUE;3310;Vichy;83;3;33;397;8391;915;14088;20843;31897;17809;8534;12537;15078;17899;24970;29436;34887;46713;5.5;24275.04;25801.01;0.3740
33100105;FRANCE ET ROSIERES;3310;Vichy;83;3;33;397;8391;1681;11295;18000;29552;18257;4295;9305;12826;15326;21923;26616;33410;45446;10.6;21409.10;23512.83;0.4309
33100106;THERMAL-VIEUX-VICAN;3310;Vichy;83;3;33;397;8391;1370;13536;23435;41123;27587;6613;11439;15375;19062;28659;36023;46829;66039;10.0;39094.99;32821.96;0.4689
33100107;LES BAINS-REPUBLIQUE;3310;Vichy;83;3;33;397;8391;2068;13175;21936;36075;22900;7140;11733;14555;17724;27181;32687;40496;56489;7.9;28248.98;28952.89;0.4310
33100108;JEANNE D'ARC-STADE;3310;Vichy;83;3;33;397;8391;990;14126;20387;31353;17227;9292;12887;15045;17789;24588;29041;34801;45378;4.9;18774.32;25307.25;0.3570
33100109;LES AILES;3310;Vichy;83;3;33;397;8391;1147;10294;15116;22135;11841;3685;8243;11752;13417;17120;20090;24023;30107;8.2;19620.34;17505.98;0.3782
33100110;BEAUSEjOUR-LES GRAVES-LES BARTINS;3310;Vichy;83;3;33;397;8391;997;14564;21963;30823;16259;9570;13270;15688;18847;25189;28785;33996;42492;4.4;15528.48;24688.50;0.3190
33210101;CENTRE VILLE;3321;Yzeure;83;3;32;333;8351;1091;17724;27227;40137;22413;12458;15741;19624;23461;31868;36822;43854;54070;4.3;27515.36;32608.32;0.3503
33210102;BELLEVUE LES OZIERES;3321;Yzeure;83;3;32;333;8351;1471;22274;31995;43776;21502;16028;20255;24244;28162;36122;40647;47548;57939;3.6;24231.39;36127.94;0.2980
33210103;BATAILLOTS;3321;Yzeure;83;3;32;333;8351;1370;13742;21342;33969;20227;6052;12038;14966;17813;25933;31275;37472;47590;7.9;20436.72;25522.84;0.3804
33210104;SAINT-BONNET;3321;Yzeure;83;3;32;333;8351;758;20221;31089;42573;22352;13562;18295;22051;26294;35718;39790;46491;58586;4.3;22018.82;34418.91;0.3133
33210105;ZONE VERTE;3321;Yzeure;83;3;32;333;8351;437;22171;33929;45928;23757;;;;;;;;;;;;
33210106;ZONE INDUSTRIELLE;3321;Yzeure;83;3;32;333;8351;305;16320;26361;36040;19720;;;;;;;;;;;;
40700101;LES ARCHES;4070;Digne-les-Bains;93;4;43;497;9312;936;15363;23673;35823;20460;8850;13744;16974;19631;28288;32700;39730;52649;5.9;23158.29;28707.92;0.3702
40700102;LES DOURBES;4070;Digne-les-Bains;93;4;43;497;9312;801;11627;19534;31297;19670;5058;9698;13241;16625;23116;28412;34528;46045;9.1;30141.03;25799.08;0.4475
40700103;PERIPHERIE OUEST;4070;Digne-les-Bains;93;4;43;497;9312;859;18574;29736;44214;25640;11945;16236;20716;25294;34208;40309;48171;62561;5.2;29204.63;35469.95;0.3690
40700104;LA SEBE;4070;Digne-les-Bains;93;4;43;497;9312;949;14124;22680;35063;20939;8278;12466;15737;19190;27646;32327;38317;47238;5.7;17438.10;26006.59;0.3495
40700105;ROUTE DE MARSEILLE;4070;Digne-les-Bains;93;4;43;497;9312;977;17081;28023;41469;24388;11026;14961;19350;23964;33120;38553;44694;56705;5.1;22687.72;31845.25;0.3444
40700106;ROUTE DE NICE;4070;Digne-les-Bains;93;4;43;497;9312;810;19868;33833;48459;28591;11628;16820;21874;29003;39167;44827;51709;65044;5.6;48289.55;38727.40;0.3685
40700107;CENTRE VILLE;4070;Digne-les-Bains;93;4;43;497;9312;1152;8083;14449;22430;14347;2815;6364;9329;11785;16922;19915;25517;34606;12.3;14240.55;17160.41;0.4222
40700108;VILLE NORD;4070;Digne-les-Bains;93;4;43;497;9312;1115;13122;20688;33959;20837;7954;11794;14474;17537;25139;30665;36683;48832;6.1;25183.97;26372.76;0.3961
40700109;LE COUSSON;4070;Digne-les-Bains;93;4;43;497;9312;;;;;;;;;;;;;;;;;
41120101;MANOSQUE INTRA-MUROS;4112;Manosque;93;4;44;498;9311;1064;7822;13862;21654;13832;1936;6611;9086;11490;15970;19061;24218;32345;16.7;15532.70;16746.94;0.4301
41120102;LA BURLIERE LUQUECE;4112;Manosque;93;4;44;498;9311;910;13252;19342;28614;15362;8424;11873;14274;16752;22535;26158;31522;40057;4.8;16059.34;22788.01;0.3423
41120103;TEMPS PERDU LA TRINQUE;4112;Manosque;93;4;44;498;9311;1638;13596;20777;31960;18364;7875;12048;14888;17466;24409;29011;36140;46860;6.0;20295.18;25220.01;0.3743
41120104;LES CHAUVINETS;4112;Manosque;93;4;44;498;9311;891;18550;27600;41610;23060;12365;16547;20282;24020;32072;37913;46556;60010;4.9;37340.21;35086.84;0.3809
41120105;SEMINAIRE COLOMBIER;4112;Manosque;93;4;44;498;9311;819;16023;26873;40685;24662;9878;14587;17803;21813;31726;37474;45695;60742;6.1;28156.35;33008.48;0.3882
41120106;MONTEE DES RICHESSES SAINT-LAZARE;4112;Manosque;93;4;44;498;9311;849;15322;25209;41582;26260;9645;13708;17063;20502;30896;37222;46081;58191;6.0;57705.69;33406.78;0.4223
41120107;LES PONCHES LES NAVES;4112;Manosque;93;4;44;498;9311;843;10062;18293;30221;20159;2909;8394;11907;15000;22484;27737;34331;45350;15.6;19095.49;22409.70;0.4238
41120108;SAINT-PANCRACE LES SERRETS;4112;Manosque;93;4;44;498;9311;944;18708;30485;45666;26958;11310;16728;21158;26076;36074;42400;49730;64027;5.7;25514.71;35712.45;0.3548
41120109;PERIPHERIE;4112;Manosque;93;4;44;498;9311;867;20760;35683;51609;30849;12647;18335;24850;29391;41839;47951;55742;71497;5.7;37154.82;41547.57;0.3756
41120110;ZI SAINT-JOSEPH;4112;Manosque;93;4;44;498;9311;90;19208;28699;43145;23937;;;;;;;;;;;;
50230101;BRIANCON VAUBAN;5023;Briançon;93;5;51;598;9321;347;9912;16202;26296;16384;;;;;;;;;;;;
50230102;GRANDE BOUCLE;5023;Briançon;93;5;51;598;9321;942;13462;20901;32165;18703;8244;12002;14755;17665;25607;29535;34911;47285;5.7;30455.23;26654.22;0.4000
50230103;REPUBLIQUE-SAINTE CATHERINE;5023;Briançon;93;5;51;598;9321;1280;14825;22955;34632;19807;9423;13343;16019;19123;26690;31276;37858;48671;5.2;24642.84;27939.95;0.3781
50230104;BRIANCON NORD;5023;Briançon;93;5;51;598;9321;1274;14892;24607;38486;23594;9282;13610;16370;19967;28880;34723;42474;55333;6.0;24903.46;29974.15;0.3849
50230105;BRIANCON SUD;5023;Briançon;93;5;51;598;9321;1287;15442;24506;37125;21683;9812;14058;16790;20409;29334;34961;40484;51407;5.2;27045.69;29690.22;0.3716
50230106;LA CROIX DE TOULOUSE-SERRE DES AIGLES;5023;Briançon;93;5;51;598;9321;;;;;;;;;;;;;;;;;
50610101;GAP CENTRE;5061;Gap;93;5;52;599;9322;1321;9738;15244;23908;14170;4724;8449;10969;13297;17552;21445;26996;38719;8.2;17239.23;19516.88;0.4144
50610102;COURONNE;5061;Gap;93;5;52;599;9322;1182;14589;22239;34671;20082;9075;13074;15738;18758;26505;31163;38948;51486;5.7;28028.71;28902.87;0.3995
50610103;PUYMAURE CHABANAS;5061;Gap;93;5;52;599;9322;1361;18543;28882;42187;23644;11878;16419;20353;25060;33179;38243;47078;61494;5.2;28888.48;34725.80;0.3662
50610104;PERIPHERIE NORD;5061;Gap;93;5;52;599;9322;1098;22882;34438;52622;29740;14153;19779;25410;30219;40275;47977;59552;78001;5.5;65342.80;46767.25;0.4257
50610105;LA GARE;5061;Gap;93;5;52;599;9322;1070;14914;22174;33647;18733;9400;12983;16295;19121;25699;30318;36101;48473;5.2;21209.46;26748.97;0.3617
50610106;ROCHASSON BONNEVAL;5061;Gap;93;5;52;599;9322;916;12840;20817;33474;20635;6707;11017;13868;16956;26052;30608;36740;48152;7.2;20729.63;25627.44;0.3930
50610107;VILLAROBERT SAINT-MICHEL;5061;Gap;93;5;52;599;9322;731;17698;26703;38663;20965;11770;16105;19482;23005;30702;35726;41898;53016;4.5;27089.25;30847.39;0.3369
50610108;LES FAUVINS TRESCHATEL;5061;Gap;93;5;52;599;9322;755;14974;26589;40944;25970;7937;13345;17663;21625;31633;37512;44805;59143;7.5;31667.11;33107.94;0.4170
50610109;SAINT-MARGUERITE SAINT-JEAN;5061;Gap;93;5;52;599;9322;910;20060;34001;52161;32101;11648;17241;23007;28082;40604;47292;58098;77934;6.7;35115.57;41704.20;0.3919
50610110;MOLINES;5061;Gap;93;5;52;599;9322;939;12803;19427;30828;18025;8115;11786;14198;16522;23286;27955;34151;45359;5.6;28851.25;25674.53;0.4041
50610111;BEAUREGARD;5061;Gap;93;5;52;599;9322;899;14811;22289;33660;18849;9325;13406;15970;19176;26219;31286;37904;48211;5.2;18835.19;26617.33;0.3505
50610112;VILLENEUVE;5061;Gap;93;5;52;599;9322;967;15557;23853;35285;19728;11046;14204;17459;20623;27281;32453;39355;52281;4.7;25328.57;29058.89;0.3616
50610113;SERREBOURGES FONTREYNE;5061;Gap;93;5;52;599;9322;1238;16423;24520;36076;19653;10471;14722;17917;20739;28303;33423;38997;49459;4.7;19745.38;28196.29;0.3336
50610114;BELLEAUREILLE SAINT-ROCH;5061;Gap;93;5;52;599;9322;883;18603;29491;43289;24686;13207;16740;20157;24820;34813;40096;46951;56806;4.3;26387.62;34460.68;0.3418
50610115;LES CEDRES TOURNEFAVE;5061;Gap;93;5;52;599;9322;899;14753;24102;35900;21147;9053;13267;16691;20481;27876;32699;39611;49697;5.5;20851.32;27876.01;0.3521
50610116;LES ESSAGNIERES;5061;Gap;93;5;52;599;9322;831;20229;31616;43504;23275;12726;18422;23347;27736;36279;40403;46772;57572;4.5;21975.62;34440.57;0.3152
50610117;LES FAUVINS TOKORO;5061;Gap;93;5;52;599;9322;56;18492;34925;51522;33030;;;;;;;;;;;;
50610119;BAYARD;5061;Gap;93;5;52;599;9322;;;;;;;;;;;;;;;;;
50610201;ROMETTE COMMUNE ASSOCIEE;5061;Gap;93;5;52;599;9322;601;19278;31362;43998;24720;;;;;;;;;;;;
60040101;LES TROIS MOULINS;6004;Antibes;93;6;61;697;9331;227;17280;31076;48956;31676;;;;;;;;;;;;
60040102;LES SEMBOULES;6004;Antibes;93;6;61;697;9331;711;20980;32192;46625;25645;13356;18322;23239;27724;36922;42472;50747;61956;4.6;27471.28;36979.03;0.3344
60040103;LE CAP;6004;Antibes;93;6;61;697;9331;525;18811;37299;62288;43477;10325;15925;20795;28991;44784;54528;75004;116949;11.3;78270.01;57615.67;0.5281
60040104;LES COUGOULINS-RASTINES;6004;Antibes;93;6;61;697;9331;814;24756;40930;62131;37375;14585;21658;27639;33981;48434;57213;69108;90520;6.2;37423.49;49039.38;0.3736
60040105;LA CONSTANCE-LE PUY;6004;Antibes;93;6;61;697;9331;1667;20067;34846;54369;34302;12383;17772;23026;28586;41681;49563;59744;81511;6.6;41050.04;43878.40;0.4078
60040106;LES GROULES-LES BREGUIERES;6004;Antibes;93;6;61;697;9331;1191;17329;30021;46391;29062;10462;15207;19371;24846;35133;42683;50521;67079;6.4;30345.04;36125.23;0.3885
60040107;AZURVILLE-VAL CLARET;6004;Antibes;93;6;61;697;9331;1463;14627;22857;34584;19957;8922;12824;15718;18748;26655;32175;38653;47865;5.4;20852.75;26328.77;0.3562
60040108;LA FONTONNE;6004;Antibes;93;6;61;697;9331;878;15119;25158;38375;23256;9619;13722;16978;20377;30378;35674;43829;53692;5.6;20553.86;29288.47;0.3568
60040109;LES COMBES;6004;Antibes;93;6;61;697;9331;2257;18047;28147;41011;22964;11574;16223;19664;23880;32802;38303;44677;56328;4.9;26241.27;32475.05;0.3412
60040110;RABIAC-LA PAGANNE;6004;Antibes;93;6;61;697;9331;840;17879;29596;44060;26181;10909;16013;20122;24533;34982;41211;48408;59077;5.4;42052.91;35599.52;0.3813
60040111;LA COLLE;6004;Antibes;93;6;61;697;9331;1727;14771;23636;37592;22821;9000;13347;16293;19735;28512;34220;42172;57755;6.4;27150.09;30176.37;0.3968
60040112;LES PRUGNONS;6004;Antibes;93;6;61;697;9331;1137;17510;27326;40236;22726;11742;15960;19000;23104;31820;36892;44065;55648;4.7;22693.05;31710.00;0.3421
60040113;PORT VAUBAN;6004;Antibes;93;6;61;697;9331;;;;;;;;;;;;;;;;;
60040114;LAGARE;6004;Antibes;93;6;61;697;9331;1057;13884;21777;33945;20061;8499;12120;15482;18757;25738;30589;37532;50820;6.0;27117.91;27652.58;0.3917
60040115;VIEILLE VILLE;6004;Antibes;93;6;61;697;9331;1618;10239;17545;29005;18766;5206;8861;11698;14665;21389;25992;32987;44628;8.6;23246.84;23043.68;0.4338
60040116;LES BASTIDES;6004;Antibes;93;6;61;697;9331;1704;18510;28387;40582;22072;11992;16260;20342;24626;32830;37539;44685;55340;4.6;24638.66;32151.81;0.3308
60040117;FONTMERLE;6004;Antibes;93;6;61;697;9331;1838;17925;29901;44759;26834;10481;15477;20031;24499;34765;41121;49991;64233;6.1;31162.85;35668.69;0.3825
60040118;LAVAL;6004;Antibes;93;6;61;697;9331;1388;14559;24383;39875;25316;8796;12825;16101;19874;29517;35377;44311;58803;6.7;26352.61;30848.86;0.4037
60040119;L'ESTAGNOL;6004;Antibes;93;6;61;697;9331;1165;17711;28491;42858;25147;10636;15797;19777;23603;33540;39493;48209;65368;6.1;36702.08;36204.10;0.4017
60040120;SAINT-JEAN;6004;Antibes;93;6;61;697;9331;947;15107;24208;39390;24283;8766;13082;16753;19970;28801;34760;43219;58234;6.6;29142.56;30934.83;0.4084
60040121;LA BADINE;6004;Antibes;93;6;61;697;9331;745;17137;28536;45937;28800;;;;;;;;;;;;
60040122;SAINT-MAYMES-LAUVERT;6004;Antibes;93;6;61;697;9331;1572;18333;32019;53120;34788;10204;15642;21227;26511;39550;48664;59874;80322;7.9;64566.71;44277.04;0.4542
60040123;PLACE DE GAULLE;6004;Antibes;93;6;61;697;9331;2643;14253;22679;35446;21193;8363;12741;15815;18918;26925;32483;39484;52678;6.3;25055.63;28066.93;0.3870
60040124;PONTEIL;6004;Antibes;93;6;61;697;9331;2187;14702;25058;41120;26418;8200;13207;16433;20516;30876;37257;46875;66309;8.1;41545.60;34310.28;0.4461
60040125;JUAN LES PINS-GALLICE;6004;Antibes;93;6;61;697;9331;2349;12349;20124;34261;21912;6708;10647;13799;16422;24880;30645;38231;52451;7.8;116299.28;25145.47;0.4384
60040126;PONT DU LYS-ANTIBES LES PINS;6004;Antibes;93;6;61;697;9331;2245;13228;21756;33347;20119;7038;11384;14973;18247;25680;30283;36447;47461;6.7;21121.81;25679.07;0.3782
60120101;BEAUSOLEIL SUPERIEUR;6012;Beausoleil;93;6;62;603;9332;1012;19093;29681;46436;27343;11705;17140;21106;24598;35554;42198;50953;68698;5.9;34657.61;37086.68;0.3834
60120102;TENAO INFERIEUR;6012;Beausoleil;93;6;62;603;9332;1097;15512;24456;38406;22894;8410;13576;17333;20575;29163;35187;42282;56803;6.8;25878.34;30268.60;0.3864
60120103;MONEGHETTI OUEST;6012;Beausoleil;93;6;62;603;9332;1082;16821;24842;36680;19859;10719;14991;18446;21590;28848;33677;40056;51845;4.8;18938.12;28982.02;0.3311
60120104;MONEGHETTI EST;6012;Beausoleil;93;6;62;603;9332;1259;18240;27310;42289;24049;11254;16566;19978;23417;31839;38259;45838;57236;5.1;24346.40;32337.18;0.3467
60120105;CENTRE;6012;Beausoleil;93;6;62;603;9332;1664;15759;24126;37546;21788;8917;13860;17227;20866;29257;34845;40853;51916;5.8;22193.86;29027.51;0.3607
60270101;LE CENTRE-LE HAUT DE CAGNES;6027;Cagnes-sur-Mer;93;6;61;696;9333;1654;12607;20664;32683;20076;6852;11073;14091;17297;24637;29710;36381;49426;7.2;21865.65;25651.91;0.3971
60270102;LA GARE;6027;Cagnes-sur-Mer;93;6;61;696;9333;1603;14569;22473;33898;19329;9087;13212;16137;18938;26693;31188;36920;45922;5.1;16857.66;25674.30;0.3327
60270103;L'HUBAC;6027;Cagnes-sur-Mer;93;6;61;696;9333;1048;15681;25878;40861;25180;10115;14073;17344;21595;30580;36718;47579;64433;6.4;29579.38;33103.91;0.4017
60270104;SAINT-JEAN;6027;Cagnes-sur-Mer;93;6;61;696;9333;822;20024;33771;54061;34037;11800;17671;22244;28202;40944;50132;59537;79094;6.7;36964.92;43120.68;0.4029
60270105;SAINT-VERAN;6027;Cagnes-sur-Mer;93;6;61;696;9333;1060;17952;29147;45032;27081;10248;15605;19959;23915;34654;41026;51036;69079;6.7;29230.42;35954.96;0.3895
60270106;HIPPODROME;6027;Cagnes-sur-Mer;93;6;61;696;9333;;;;;;;;;;;;;;;;;
60270107;JUIN-KENNEDY;6027;Cagnes-sur-Mer;93;6;61;696;9333;2329;13570;20237;31133;17563;8177;11834;14718;17359;24183;28750;34038;44296;5.4;17940.14;24369.84;0.3601
60270108;LE CROS DE CAGNES;6027;Cagnes-sur-Mer;93;6;61;696;9333;1114;14368;21570;33537;19169;8130;12446;15711;18236;25669;30486;36820;48097;5.9;20126.15;26295.91;0.3681
60270109;LES VESPINS;6027;Cagnes-sur-Mer;93;6;61;696;9333;1367;14817;23522;37402;22585;7745;12767;16303;19757;28807;34155;41340;54622;7.1;22679.68;28984.93;0.3850
60270110;BREGUIERES SUD;6027;Cagnes-sur-Mer;93;6;61;696;9333;1537;17222;27789;42895;25673;10749;15050;18986;23188;32677;39703;47187;64050;6.0;25549.00;33755.24;0.3731
60270111;BREGUIERES NORD;6027;Cagnes-sur-Mer;93;6;61;696;9333;907;17850;29310;44493;26643;11145;16072;19787;24332;34430;40711;50317;66920;6.0;26125.77;35189.77;0.3731
60270112;LE NORD-EST;6027;Cagnes-sur-Mer;93;6;61;696;9333;1089;19516;34115;53247;33731;10818;17196;22435;28033;40798;48098;59224;76817;7.1;43923.56;42415.52;0.4099
60270113;LES GROS BUAUX;6027;Cagnes-sur-Mer;93;6;61;696;9333;1862;19397;30159;45897;26500;12250;17311;21441;25255;35333;42287;51222;65886;5.4;37603.32;37741.21;0.3822
60270114;LES COLETTES;6027;Cagnes-sur-Mer;93;6;61;696;9333;1775;16504;27943;44537;28033;10046;14751;18463;22503;33110;40230;49993;67420;6.7;32551.15;35590.05;0.4080
60270115;LE NORD-OUEST;6027;Cagnes-sur-Mer;93;6;61;696;9333;819;19307;33887;51827;32520;12017;16733;22388;27532;39969;47971;57865;81695;6.8;37084.49;42046.63;0.4014
60270116;LE VILLAGE DU CROS;6027;Cagnes-sur-Mer;93;6;61;696;9333;800;13047;21438;31591;18545;7032;11448;14854;17851;24919;29449;34485;44723;6.4;19208.04;24780.41;0.3631
60270117;RN7;6027;Cagnes-sur-Mer;93;6;61;696;9333;1586;13430;20943;32500;19070;7819;11934;14875;17521;24430;29408;35745;47155;6.0;19267.30;25252.33;0.3677
60290101;MOURE ROUGE;6029;Cannes;93;6;61;698;9331;1389;15266;27376;49105;33839;7643;13128;17197;21632;34068;43371;56327;80052;10.5;48509.06;39408.37;0.4779
60290102;LA SOURCE;6029;Cannes;93;6;61;698;9331;1818;14097;23804;39093;24996;7184;12372;15730;19324;28503;35222;43162;57566;8.0;33515.34;30406.52;0.4221
60290103;LA CALIFORNIE;6029;Cannes;93;6;61;698;9331;1767;16258;30672;53844;37586;7756;14034;18522;24058;37661;47400;62054;92471;11.9;63964.71;46013.97;0.5076
60290104;MONTFLEURY;6029;Cannes;93;6;61;698;9331;1301;14691;25240;42798;28107;7404;12667;16416;20343;30852;37637;48149;63604;8.6;44099.35;34784.49;0.4609
60290105;LA PEYRIERE;6029;Cannes;93;6;61;698;9331;975;14281;22295;36420;22139;8649;12676;16076;19445;26884;33239;41482;55388;6.4;28322.00;29559.45;0.4046
60290106;TERREFIAL;6029;Cannes;93;6;61;698;9331;1088;16042;29885;52507;36465;8598;14263;18675;24626;36210;46238;60731;86964;10.1;59377.80;44662.08;0.4996
60290107;CAMP LONG;6029;Cannes;93;6;61;698;9331;1660;13771;22664;35774;22004;7902;12571;15276;18479;27273;32297;40333;55728;7.1;25021.73;28768.52;0.4047
60290108;CARNOT;6029;Cannes;93;6;61;698;9331;1510;11241;17841;28849;17608;5346;9915;12582;15310;20986;25663;32566;43716;8.2;21236.63;22754.89;0.4119
60290109;SAINT-NICOLAS;6029;Cannes;93;6;61;698;9331;1615;11418;18878;30440;19022;5232;9686;12974;15650;22497;27242;34014;47533;9.1;24162.55;24097.01;0.4277
60290110;GARE;6029;Cannes;93;6;61;698;9331;1055;10661;18918;32647;21986;4734;9387;12037;15135;23206;29127;37327;53398;11.3;29591.41;26461.56;0.4717
60290111;CROISETTE-PALM-BEACH;6029;Cannes;93;6;61;698;9331;1242;11451;20445;38978;27527;4234;9512;13232;15706;26542;34301;45205;65171;15.4;49655.66;33188.90;0.5346
60290112;PETIT-JUAS;6029;Cannes;93;6;61;698;9331;1439;12370;20231;34833;22463;6199;10446;13909;16963;25108;31544;39159;55950;9.0;37493.01;28727.83;0.4631
60290113;VALLERGUES;6029;Cannes;93;6;61;698;9331;1253;14931;24023;40147;25216;8906;13402;16256;19572;29107;36517;44500;58389;6.6;27612.36;31133.53;0.4023
60290114;BROUSSAILLES;6029;Cannes;93;6;61;698;9331;1234;14343;24012;37390;23047;7758;12557;15947;20139;28442;34003;41959;59108;7.6;30869.65;30376.37;0.4188
60290115;TASSIGNY;6029;Cannes;93;6;61;698;9331;1015;13421;21277;34411;20990;6838;11707;14805;17832;24939;31104;38627;52834;7.7;29030.77;27139.27;0.4155
60290116;STANISLAS;6029;Cannes;93;6;61;698;9331;1110;11340;19005;31685;20345;5802;9497;12681;15684;22502;28164;35971;55362;9.5;40343.38;27562.08;0.4808
60290117;LE VIEUX PORT-LES ILES;6029;Cannes;93;6;61;698;9331;1001;10593;18158;31467;20874;5227;9341;12061;15014;22432;27751;36560;49739;9.5;44927.90;26751.65;0.4864
60290118;LE GRAND JAS;6029;Cannes;93;6;61;698;9331;948;13753;20745;32693;18940;8238;12659;14988;17617;25108;29865;35700;46724;5.7;18525.69;24939.91;0.3579
60290119;LE RIOU;6029;Cannes;93;6;61;698;9331;1113;12967;21420;34620;21653;7032;10959;14400;17465;26088;31164;39038;55615;7.9;32976.12;29249.25;0.4464
60290120;CROIX DES GARDES;6029;Cannes;93;6;61;698;9331;1090;17133;27676;41208;24075;10368;15453;18920;23224;32771;37653;46386;60603;5.8;24521.25;32569.22;0.3666
60290121;PIERRE LONGUE;6029;Cannes;93;6;61;698;9331;1293;16323;28806;51495;35172;8216;13917;19154;24053;35804;45472;58613;78966;9.6;51327.43;41431.01;0.4713
60290122;FONT DE VEYRE;6029;Cannes;93;6;61;698;9331;1108;16532;27480;44184;27652;9362;15042;18336;22548;32788;39501;49572;68098;7.3;48347.54;37296.47;0.4397
60290123;SAINT-JOSEPH;6029;Cannes;93;6;61;698;9331;1950;13888;22088;33779;19891;7748;12239;15332;18196;25913;31035;37400;46005;5.9;17601.52;25370.50;0.3552
60290124;SAINT-CASSIEN-BASTIDE ROUGE;6029;Cannes;93;6;61;698;9331;417;14839;22592;34491;19652;;;;;;;;;;;;
60290125;BOCCA CENTRE;6029;Cannes;93;6;61;698;9331;1313;13068;19659;30508;17440;6626;11244;14305;16757;23217;27911;33858;44125;6.7;16683.52;23466.36;0.3661
60290126;LES MURIERS;6029;Cannes;93;6;61;698;9331;1246;14899;22651;34356;19457;9716;13357;16202;19368;26480;31008;37377;47178;4.9;16333.97;26032.98;0.3308
60290127;LE PLAN;6029;Cannes;93;6;61;698;9331;870;14097;21152;32372;18275;8478;12697;15610;17909;24836;29736;35967;45083;5.3;15543.38;24615.28;0.3361
60290128;COLLINE DES PUITS;6029;Cannes;93;6;61;698;9331;732;8961;15274;25357;16397;4194;7633;10227;12896;18684;22623;28858;38674;9.2;14643.11;18863.54;0.4055
60290129;CLOS SAINT-HUBERT;6029;Cannes;93;6;61;698;9331;1942;14047;21065;33698;19651;8358;12416;15572;18067;25856;31201;36562;48735;5.8;22019.77;26356.62;0.3758
60290130;RANGUIN;6029;Cannes;93;6;61;698;9331;1480;14240;21381;33726;19486;7445;12291;15758;18418;25937;30920;36779;44243;5.9;15100.51;24524.62;0.3397
60300101;GARIBONDY;6030;Le Cannet;93;6;61;695;9331;670;14973;23427;35861;20888;9270;13111;16276;19923;27985;32571;39355;47873;5.2;17187.91;26829.50;0.3428
60300102;HAUTS DE SAINT-JEAN-HAUTS DE L'AUBAREDE;6030;Le Cannet;93;6;61;695;9331;894;17690;27186;40187;22497;10602;15682;19004;23048;31442;37334;43164;54980;5.2;33764.12;32119.03;0.3631
