IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE2010;NBMEN11;RFMQ111;RFMQ211;RFMQ311;RFMIQ11;RFMD111;RFMD211;RFMD311;RFMD411;RFMD611;RFMD711;RFMD811;RFMD911;RFMRD11;RFMET11
341721601;PONT TRINQUAT;34172;Montpellier;91;34;343;3499;9111;1371;14282;22342;35530;21248;7212;12335;15916;19064;26784;31891;39033;50954;7.1;19984.67
341721602;AIGUERELLES;34172;Montpellier;91;34;343;3499;9111;1595;17154;28312;43756;26602;9306;15319;18803;23510;33861;40218;47827;63623;6.8;26154.02
341721603;LA RAUZE;34172;Montpellier;91;34;343;3499;9111;746;15926;25111;44315;28389;7201;14032;17026;20565;32261;40243;47810;57599;8.0;23247.73
341721701;TOURNEZY;34172;Montpellier;91;34;343;3499;9111;1687;11516;18327;27084;15568;4090;9709;13228;15873;20649;24348;30270;38236;9.3;14676.75
341721802;PORT MARIANNE;34172;Montpellier;91;34;343;3499;9111;2183;11813;19785;31585;19772;3685;9616;13642;16836;23291;28553;34933;45498;12.3;19202.48
341721803;LA LIRONDE;34172;Montpellier;91;34;343;3499;9111;1642;12383;21881;35530;23147;4474;10220;14751;18244;26193;32217;40047;54033;12.1;27488.14
341721804;RIVE DU LEZ;34172;Montpellier;91;34;343;3499;9111;2753;17993;28117;44031;26038;10209;16368;19790;23694;33145;39851;50384;67325;6.6;33724.84
341721901;EUREKA;34172;Montpellier;91;34;343;3499;9111;;;;;;;;;;;;;;;
341721903;MILLENAIRE;34172;Montpellier;91;34;343;3499;9111;939;17926;27918;44826;26900;10558;16062;19695;23731;33349;40578;50087;63187;6.0;24385.13
341721904;GRAMMONT;34172;Montpellier;91;34;343;3499;9111;1192;13947;24174;40642;26695;1549;10703;16314;19406;29062;36327;44140;56262;36.3;80013.95
341722001;PONT DE SETE;34172;Montpellier;91;34;343;3499;9111;1231;9403;18278;34567;25164;2686;7468;11147;15024;23577;29911;40895;62478;23.3;37570.68
341722002;MEDITERRANNEE;34172;Montpellier;91;34;343;3499;9111;1420;11064;20311;34781;23718;4010;9081;12913;16500;24669;30727;39688;55059;13.7;29334.82
341722003;SAINT-FRANCOIS;34172;Montpellier;91;34;343;3499;9111;1590;8540;17532;30355;21815;1857;6848;10135;13969;21400;27037;34347;48616;26.2;24563.25
341722101;SALAISON;34172;Montpellier;91;34;343;3499;9111;832;10484;19347;31056;20572;2509;8385;12428;15638;22640;27924;35029;44562;17.8;18985.88
341722102;POMPIGNANE;34172;Montpellier;91;34;343;3499;9111;887;18795;31871;50293;31498;10332;16026;21197;26009;37032;45615;56341;80864;7.8;38359.66
341722201;LES AUBES;34172;Montpellier;91;34;343;3499;9111;1003;16959;26600;42139;25180;7920;14854;18740;21945;31927;38052;47113;63956;8.1;25105.67
341722202;RIMBAUD;34172;Montpellier;91;34;343;3499;9111;1079;13690;23975;40216;26526;6066;11077;15879;19525;29285;36389;44411;59987;9.9;27285.27
341722301;FAC DE PHARMACIE;34172;Montpellier;91;34;343;3499;9111;1063;16558;28010;45644;29086;7565;13620;18577;23207;33871;40980;52828;71902;9.5;34141.58
341722302;ECOLE NORMALE;34172;Montpellier;91;34;343;3499;9111;1098;13485;26324;46565;33080;5603;10607;16323;20650;32284;40216;52652;75426;13.5;76792.85
341722303;BOUTONNET;34172;Montpellier;91;34;343;3499;9111;673;12107;23149;41302;29195;;;;;;;;;;
341722304;SAINTE-ODILE;34172;Montpellier;91;34;343;3499;9111;1305;16935;28751;44781;27846;7190;14579;19369;23944;34153;41099;49712;63166;8.8;26132.18
341722305;ARCHIVES DEPARTEMENTAL;34172;Montpellier;91;34;343;3499;9111;1207;10462;20787;37946;27484;3554;8404;12088;16908;25720;33340;44492;67802;19.1;45335.70
341722401;NAZARETH;34172;Montpellier;91;34;343;3499;9111;1866;16808;28633;47903;31095;8209;14837;18995;23566;35151;42542;52926;72770;8.9;29582.65
341722402;BEAUX ARTS;34172;Montpellier;91;34;343;3499;9111;1349;12637;22560;36373;23736;5402;10313;14956;18432;26769;32193;41448;57552;10.7;33172.34
341722403;VERDANSON;34172;Montpellier;91;34;343;3499;9111;1407;10194;20543;35254;25060;3071;7925;12287;16338;24514;31111;40144;59062;19.2;50177.45
341722501;PEYROU;34172;Montpellier;91;34;343;3499;9111;784;10561;22597;43892;33332;;;;;;;;;;
341722502;URSULINES;34172;Montpellier;91;34;343;3499;9111;1121;6090;13291;24459;18369;6;4508;7507;10351;16565;20742;29292;47272;7878.7;29545.43
341722503;PREFECTURE;34172;Montpellier;91;34;343;3499;9111;1102;9257;20728;41265;32008;2032;7444;11728;16364;26177;35256;46950;71160;35.0;46049.62
341722504;SAINT-ROCH;34172;Montpellier;91;34;343;3499;9111;1155;7751;16309;30168;22417;1079;5735;9541;12293;19988;26040;34583;53392;49.5;33879.67
341722601;GAMBETTA;34172;Montpellier;91;34;343;3499;9111;2220;8216;17889;32932;24716;1483;6275;10422;14128;22800;28892;37858;53523;36.1;26831.13
341722602;SAINT-DENIS;34172;Montpellier;91;34;343;3499;9111;2178;11429;22786;41630;30201;3440;8960;13668;17655;28238;36306;47518;65678;19.1;32377.10
341722701;NOMBRE D'OR;34172;Montpellier;91;34;343;3499;9111;1457;14946;27000;43333;28387;6398;12837;17338;21777;31786;38859;49285;68845;10.8;27817.91
341722703;MOULIN DE L'EVEQUE;34172;Montpellier;91;34;343;3499;9111;1336;17027;26789;40329;23302;8760;14588;18550;21892;30757;36536;45090;58105;6.6;24579.28
341722704;PLACE DE L'EUROPE;34172;Montpellier;91;34;343;3499;9111;1075;12866;22699;36845;23979;3596;10416;15000;19152;27202;33284;41399;55130;15.3;22400.37
341722801;LA GUIRLANDE;34172;Montpellier;91;34;343;3499;9111;1443;7467;19717;33764;26297;0;4650;10397;15229;24017;30399;38267;52035;;24041.68
341722802;CHAPTAL;34172;Montpellier;91;34;343;3499;9111;1679;10499;20345;35855;25356;2999;8201;12514;16380;25746;32300;40614;54646;18.2;24748.66
341722901;ASSAS;34172;Montpellier;91;34;343;3499;9111;979;16776;29498;52453;35677;7701;14291;18585;23421;35942;44883;58690;84814;11.0;44184.63
341722902;AVENUE DE LODEVE;34172;Montpellier;91;34;343;3499;9111;1038;11013;21354;40413;29400;1887;8615;13213;16426;26710;35652;46584;71175;37.7;59148.60
341723001;COMEDIE;34172;Montpellier;91;34;343;3499;9111;2025;11003;22109;41328;30325;3556;8826;12979;17532;28109;36268;48035;73354;20.6;59039.26
343010101;LE CONSERVATOIRE;34301;Sète;91;34;343;3497;9112;1557;13377;20352;31049;17672;5940;11406;14867;17594;23678;28066;34589;44608;7.5;18935.64
343010102;LE COMMISSARIAT;34301;Sète;91;34;343;3497;9112;1321;11423;18934;29762;18339;3918;8994;12955;15679;22399;27034;32799;43412;11.1;19680.55
343010103;LA MEDIATHEQUE;34301;Sète;91;34;343;3497;9112;1396;7081;15324;25533;18452;2;5435;8854;12397;18228;22771;29408;42031;21015.5;39047.90
343010104;LA MAIRIE;34301;Sète;91;34;343;3497;9112;1094;8072;17042;28370;20298;722;5838;10434;13587;20142;25225;32032;44585;61.8;22724.76
343010201;ILE SUD;34301;Sète;91;34;343;3497;9112;1849;11026;19612;33405;22379;3719;9578;12665;16310;24407;30345;36978;49119;13.2;22916.41
343010301;ZONE PORTUAIRE;34301;Sète;91;34;343;3497;9112;424;13713;22490;32326;18613;;;;;;;;;;
343010401;LA GENDARMERIE;34301;Sète;91;34;343;3497;9112;841;16589;24108;37055;20466;10634;14983;17926;20420;28086;33747;40520;56056;5.3;21307.12
343010402;CHATEAU VERT;34301;Sète;91;34;343;3497;9112;921;14010;21939;31878;17868;7804;12502;15638;19116;25010;29603;35762;44542;5.7;20937.90
343010501;ZONES INDUSTRIELLES;34301;Sète;91;34;343;3497;9112;;;;;;;;;;;;;;;
343010601;LE BARROU;34301;Sète;91;34;343;3497;9112;791;21867;32856;46397;24530;13924;19059;24153;27887;37574;42870;51384;64736;4.6;27164.94
343010602;ILE DE THAU 1;34301;Sète;91;34;343;3497;9112;487;7263;17355;29555;22292;;;;;;;;;;
343010603;ILE DE THAU 2;34301;Sète;91;34;343;3497;9112;888;4203;12786;20191;15988;0;2215;6013;9373;15270;18472;22660;28625;;11273.91
343010701;CARAUSSANE-JEAN VILAR;34301;Sète;91;34;343;3497;9112;1064;15672;28974;50313;34642;6654;12559;17904;22184;34986;44596;58362;79522;12.0;63055.61
343010702;SAINT-CLAIR;34301;Sète;91;34;343;3497;9112;1873;18373;30685;52895;34522;10524;16376;20386;25404;37188;46746;60067;83307;7.9;61933.24
343010801;LA CORNICHE;34301;Sète;91;34;343;3497;9112;1865;12429;19996;31802;19373;5429;10596;14150;17019;23789;28770;35367;46515;8.6;20148.05
343010901;LES METAIRIES;34301;Sète;91;34;343;3497;9112;921;16346;26264;39967;23621;9928;14922;18197;21853;30793;36419;43179;53771;5.4;19640.82
343010902;PONT-LEVIS-CENTRE COMMERCIAL;34301;Sète;91;34;343;3497;9112;1101;15622;26193;40947;25325;8043;13833;17598;21599;31463;37874;44743;56732;7.1;24612.19
343011001;LA GARE;34301;Sète;91;34;343;3497;9112;1849;13763;21619;34241;20478;7365;11947;15320;18283;25642;31028;37819;48622;6.6;22411.91
343011101;LE LIDO;34301;Sète;91;34;343;3497;9112;356;23820;40229;60582;36763;;;;;;;;;;
343011201;LA MARINE;34301;Sète;91;34;343;3497;9112;1246;9758;16607;27128;17370;1352;7409;11521;14079;20122;24497;30584;41223;30.5;25847.05
350470101;BRUZ CENTRE NORD;35047;Bruz;53;35;353;3547;5312;1341;21135;33736;50011;28876;13803;18439;23497;28202;39860;46183;55748;70196;5.1;34055.29
350470102;BRUZ CENTRE SUD EST;35047;Bruz;53;35;353;3547;5312;879;20327;32165;49033;28706;14306;18317;22837;27384;37526;44449;55019;70896;5.0;35491.70
350470103;BRUZ CENTRE SUD OUEST;35047;Bruz;53;35;353;3547;5312;760;18699;32421;49137;30439;11394;16600;21558;26484;39063;46468;53689;69095;6.1;37564.27
350470104;BRUZ OUEST;35047;Bruz;53;35;353;3547;5312;2164;18685;29608;46747;28062;12472;16761;20208;24709;35584;42806;50934;67881;5.4;246367.37
350470105;BRUZ NORD;35047;Bruz;53;35;353;3547;5312;578;18341;47571;76883;58542;7940;16345;22883;35241;58790;68136;85327;112212;14.1;102311.53
350470106;BRUZ EST;35047;Bruz;53;35;353;3547;5312;602;31102;47304;65290;34188;19189;26893;33961;41575;52900;60263;68843;83978;4.4;29857.71
350510101;CESSON-SEVIGNE CENTRE;35051;Cesson-Sévigné;53;35;353;3553;5312;1761;22980;37329;58463;35483;15504;20657;25268;30944;44716;53463;64958;85043;5.5;37385.48
350510102;CESSON-SEVIGNE LA HUBLAIS;35051;Cesson-Sévigné;53;35;353;3553;5312;1358;21648;40304;66720;45072;13830;19068;24449;32094;48990;59507;74288;102401;7.4;54005.18
350510103;CESSON-SEVIGNE COESMES;35051;Cesson-Sévigné;53;35;353;3553;5312;1128;20328;35377;57240;36912;11253;17937;23264;29338;43407;52504;63738;81734;7.3;41627.34
350510104;CESSON-SEVIGNE ZONE INDUSTRIELLE;35051;Cesson-Sévigné;53;35;353;3553;5312;;;;;;;;;;;;;;;
350510105;CESSON-SEVIGNE RURAL SUD;35051;Cesson-Sévigné;53;35;353;3553;5312;271;24145;39952;61230;37085;;;;;;;;;;
350510201;CESSON-SEVIGNE RURAL EST;35051;Cesson-Sévigné;53;35;353;3553;5312;105;25062;40927;56423;31361;;;;;;;;;;
350510202;CESSON-SEVIGNE RURAL NORD;35051;Cesson-Sévigné;53;35;353;3553;5312;393;21789;36110;60115;38326;;;;;;;;;;
350510203;CESSON-SEVIGNE LA BOULAIS- BELLEVUE;35051;Cesson-Sévigné;53;35;353;3553;5312;583;40205;58442;81028;40823;30247;37115;43317;50270;65884;74705;88700;112067;3.7;51828.44
350510204;CESSON-SEVIGNE BOURGCHEVREUIL;35051;Cesson-Sévigné;53;35;353;3553;5312;1163;20805;34419;52417;31612;13262;18567;23466;29249;40196;47190;56712;73243;5.5;34455.82
350930101;PORT BLANC-ST ENOGAT LA MALOUINE;35093;Dinard;53;35;354;3510;5301;972;15867;25507;43418;27551;10329;14347;17573;21101;31376;37273;49398;68077;6.6;59402.32
350930102;CENTRE VILLE;35093;Dinard;53;35;354;3510;5301;1068;16455;26893;43691;27236;9254;14771;18333;22325;32582;38941;48671;64350;7.0;38502.01
350930103;PIVAL-ST ALEXANDRE-VILLE MAUNY;35093;Dinard;53;35;354;3510;5301;1437;13474;21886;35781;22307;7599;11827;15146;18071;27239;32356;40142;51302;6.8;20704.15
350930104;GARE-LA SAUDRAIS-LA VICOMTE;35093;Dinard;53;35;354;3510;5301;1909;19004;31694;50754;31750;12221;16870;20942;26161;37433;46253;56362;74990;6.1;42441.90
350930105;ZONE INDUSTRIELLE;35093;Dinard;53;35;354;3510;5301;103;15556;29285;54895;39339;;;;;;;;;;
351150101;HAUTE VILLE;35115;Fougères;53;35;351;3597;5310;1436;14152;20278;32221;18069;7432;12344;15467;17698;24233;28773;35967;50875;6.8;32361.45
351150102;BONABRY-GARE;35115;Fougères;53;35;351;3597;5310;1322;13647;19335;29600;15953;7987;12004;15049;17170;22326;26704;32371;42249;5.3;17537.09
351150103;CHATTIERE-INE;35115;Fougères;53;35;351;3597;5310;721;12906;19800;32096;19190;6163;10865;14067;16944;22964;27291;35245;46818;7.6;20713.11
351150104;ORIERES-ECARTELEE;35115;Fougères;53;35;351;3597;5310;883;16093;22954;35379;19286;9460;14176;17521;20251;26936;32397;38354;48367;5.1;20657.21
351150105;BONABRY-PARON;35115;Fougères;53;35;351;3597;5310;834;14907;21253;34372;19465;9082;13611;15858;18377;24395;30809;38821;51531;5.7;24519.91
351150106;COTTERETS;35115;Fougères;53;35;351;3597;5310;1208;12134;18064;26537;14403;5694;10416;13429;15763;20584;24295;29817;37264;6.5;20538.94
351150107;FORAIRIE;35115;Fougères;53;35;351;3597;5310;889;14740;21831;34311;19571;9173;12981;15917;18500;25951;30963;38127;48044;5.2;21659.74
351150108;MONTAUBERT-URBANISTES;35115;Fougères;53;35;351;3597;5310;782;22286;35398;49944;27658;14974;20416;24853;29711;39973;44811;55071;73694;4.9;31508.26
351150109;RILLE-SAINT SULPICE;35115;Fougères;53;35;351;3597;5310;740;15083;22897;37691;22609;;;;;;;;;;
351150110;MADELEINE-SERMANDIERE;35115;Fougères;53;35;351;3597;5310;869;14610;22653;37195;22585;7057;12865;16531;19387;26876;33195;42563;58979;8.4;26564.55
352380101;CATHEDRALE;35238;Rennes;53;35;353;3598;5312;1092;12518;25889;51726;39208;4469;10112;14818;19446;32908;43703;62579;92855;20.8;47453.90
352380102;HOCHE;35238;Rennes;53;35;353;3598;5312;647;13511;29721;57517;44006;;;;;;;;;;
352380103;PARLEMENT;35238;Rennes;53;35;353;3598;5312;667;14526;29161;61183;46657;;;;;;;;;;
352380104;PARCHEMINERIE TOUSSAINTS;35238;Rennes;53;35;353;3598;5312;1114;14875;28277;50399;35524;6180;11812;17798;22602;34928;45108;58158;79438;12.9;51910.46
352380105;LIBERTE CHAMP DE MARS;35238;Rennes;53;35;353;3598;5312;988;15056;25089;45108;30052;5785;12396;16840;21310;30564;39625;51063;68827;11.9;41406.88
352380106;COLOMBIER SUD ET OUEST;35238;Rennes;53;35;353;3598;5312;902;15586;26948;41115;25529;7241;13602;17656;22324;31328;36533;45601;59578;8.2;28631.83
352380107;DALLE DU COLOMBIER;35238;Rennes;53;35;353;3598;5312;1100;19807;31802;51129;31322;11074;17768;22400;26335;38735;46075;55912;74916;6.8;35271.52
352380108;SAINT-LOUIS;35238;Rennes;53;35;353;3598;5312;872;14691;26039;48825;34134;;;;;;;;;;
352380109;VIEUX SAINT-ETIENNE;35238;Rennes;53;35;353;3598;5312;703;12723;22352;43052;30329;;;;;;;;;;
352380110;HOTEL DIEU;35238;Rennes;53;35;353;3598;5312;1096;12579;22430;40127;27548;4920;10207;14782;18556;27638;35189;45027;65455;13.3;27091.38
352380201;JULES FERRY;35238;Rennes;53;35;353;3598;5312;1209;18610;31499;55590;36980;9049;15864;21187;25953;40270;48924;63265;92255;10.2;119403.79
352380202;LES MOTTAIS;35238;Rennes;53;35;353;3598;5312;1348;24182;43858;81892;57710;13899;20656;27771;35144;55367;70229;94751;144131;10.4;83922.80
352380203;JEAN MACE;35238;Rennes;53;35;353;3598;5312;760;21342;41386;73138;51796;10004;17949;25018;32306;50000;64113;84408;128557;12.9;164480.65
352380204;PARIS OUEST MARTENOT;35238;Rennes;53;35;353;3598;5312;866;15670;29315;51971;36301;7531;13398;17376;22521;36118;46165;59212;92741;12.3;109166.28
352380205;PARIS EST;35238;Rennes;53;35;353;3598;5312;880;14005;25723;45036;31031;5215;11527;16315;20267;31272;39308;52014;75606;14.5;44590.87
352380206;OBERTHUR;35238;Rennes;53;35;353;3598;5312;1252;17880;28085;44459;26580;9690;15693;19659;23876;33331;40353;49608;65113;6.7;33768.56
352380207;SAINT-HELIER;35238;Rennes;53;35;353;3598;5312;1373;14087;24227;39076;24989;6160;11643;16380;20049;28450;34537;44168;59554;9.7;41720.14
352380208;LAENNEC DUPONT DES LOGES;35238;Rennes;53;35;353;3598;5312;1712;15755;26003;43550;27795;6828;13345;17751;21924;31654;39757;49250;66741;9.8;30553.12
352380209;ALPHONSE GUERIN;35238;Rennes;53;35;353;3598;5312;1419;15759;25528;41406;25647;7877;13841;17423;21260;30649;37337;45797;63305;8.0;35317.68
352380301;MAIL;35238;Rennes;53;35;353;3598;5312;2011;16516;26445;43748;27232;7930;14063;18530;22390;32108;39007;48707;67354;8.5;40167.37
352380302;RUE DE BREST OUEST;35238;Rennes;53;35;353;3598;5312;1182;17432;26500;40125;22693;9866;15519;19576;23192;31106;36988;44845;55739;5.6;27212.37
352380303;RUE DE BREST EST;35238;Rennes;53;35;353;3598;5312;1083;18354;28379;42934;24580;10268;16399;20277;24136;33544;38983;47127;59723;5.8;25257.74
352380304;LA TOUCHE;35238;Rennes;53;35;353;3598;5312;1277;13526;21552;35647;22121;5903;11592;15098;17746;26365;31974;40428;57852;9.8;33910.73
352380305;PORT CAHOURS;35238;Rennes;53;35;353;3598;5312;960;15426;25201;42818;27392;8089;13782;16879;20720;30116;37698;48030;65274;8.1;33119.85
352380306;STADE RENNAIS;35238;Rennes;53;35;353;3598;5312;949;16342;24750;39220;22878;7850;14504;18003;21434;30282;36126;42784;55003;7.0;22569.72
352380307;CHAMPEAUX;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352380308;ZA OUEST;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352380401;JEAN OGEE;35238;Rennes;53;35;353;3598;5312;609;16515;27367;47514;30999;;;;;;;;;;
352380402;CIMETIERE DU NORD;35238;Rennes;53;35;353;3598;5312;1528;17847;27917;45851;28004;9181;15534;19506;23596;33792;41237;51969;74054;8.1;32440.77
352380403;ZA NORD;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352380501;EMMANUEL MOUNIER;35238;Rennes;53;35;353;3598;5312;1088;5963;13773;22533;16570;12;4369;7978;11421;16801;20073;25221;39732;3311.0;29027.31
352380502;BRNO;35238;Rennes;53;35;353;3598;5312;1002;2693;10522;16763;14070;0;791;4516;7610;13245;15439;18617;24616;;10245.69
352380503;LE GAST OUEST;35238;Rennes;53;35;353;3598;5312;728;14015;21258;32750;18735;;;;;;;;;;
352380504;LE GAST EST;35238;Rennes;53;35;353;3598;5312;1555;10062;17263;26300;16238;2191;8298;12015;14885;19928;23787;30362;40923;18.7;26351.53
352380505;LA MOTTE BRULON;35238;Rennes;53;35;353;3598;5312;669;18819;32417;57209;38390;;;;;;;;;;
352380506;MORBIHAN OUEST;35238;Rennes;53;35;353;3598;5312;703;23160;37081;55583;32423;15708;20993;25873;31604;44901;50794;60533;78400;5.0;32135.77
352380507;MORBIHAN EST;35238;Rennes;53;35;353;3598;5312;726;16290;26087;42903;26613;8706;14567;17760;21158;31411;39021;46919;59507;6.8;26762.76
352380508;EMILE BERNARD;35238;Rennes;53;35;353;3598;5312;1185;16011;24712;39271;23260;9054;14380;17876;20775;30008;35078;43347;55566;6.1;20594.24
352380509;SAINT-LAURENT;35238;Rennes;53;35;353;3598;5312;1091;23291;37684;54948;31657;14174;20835;26155;31806;43777;50102;59042;75535;5.3;31580.55
352380510;LES GAYEULLES;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352380601;PARC DE MAUREPAS;35238;Rennes;53;35;353;3598;5312;1451;14080;25502;47529;33449;5294;11918;16014;20693;31279;41142;54693;79619;15.0;44303.25
352380602;MICHELET;35238;Rennes;53;35;353;3598;5312;956;18393;30429;53201;34809;9420;15881;20835;25198;38213;48404;61851;92425;9.8;58944.73
352380603;LE GALLET LES LONGS CHAMPS NORD;35238;Rennes;53;35;353;3598;5312;859;11668;21070;34256;22588;2506;8195;13569;17283;25324;30647;39959;56451;22.5;23271.49
352380604;LES LONGS CHAMPS SUD;35238;Rennes;53;35;353;3598;5312;1058;15492;26257;43181;27689;4838;13146;17653;22119;30717;38052;48150;65629;13.6;25033.16
352380605;CAMPUS DE BEAULIEU;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352380606;LE BOIS PERRIN;35238;Rennes;53;35;353;3598;5312;877;8349;18301;31192;22843;594;6235;10274;14772;22618;27583;35116;47174;79.4;22981.41
352380607;PLAINE DE BAUD;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352380701;CROIX SAINT-HELIER;35238;Rennes;53;35;353;3598;5312;1363;16859;26648;45163;28304;9164;14832;18679;22282;32685;39975;48932;69485;7.6;32138.65
352380702;CIMETIERE DE L'EST;35238;Rennes;53;35;353;3598;5312;1151;14454;23188;39107;24653;5034;12090;16378;19721;28057;34192;44123;59884;11.9;24597.53
352380703;LE LANDRY;35238;Rennes;53;35;353;3598;5312;1076;19500;32304;50444;30944;12012;17359;21962;26742;38177;45152;55585;73598;6.1;41758.89
352380704;ZA SUD EST;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352380705;LA POTERIE SUD;35238;Rennes;53;35;353;3598;5312;1360;17822;27069;42226;24404;9716;15763;19626;22516;32271;39130;46699;59623;6.1;20117.60
352380706;LA POTERIE NORD;35238;Rennes;53;35;353;3598;5312;1477;20649;32435;49020;28371;13399;18323;22738;27344;38727;45378;54130;70660;5.3;27073.31
352380707;FERNAND JACQ;35238;Rennes;53;35;353;3598;5312;848;13038;21627;37529;24491;4689;10512;15186;18084;26959;33345;41315;51698;11.0;20636.49
352380708;FRANSISCO FERRER;35238;Rennes;53;35;353;3598;5312;1401;15735;24258;38227;22492;8698;13808;17360;20619;29270;34477;43769;60095;6.9;25614.68
352380801;ALBERT DE MUN;35238;Rennes;53;35;353;3598;5312;888;17622;27340;46692;29070;10378;15658;19450;22175;33390;41247;53815;71760;6.9;43578.90
352380802;COUTENCEAU;35238;Rennes;53;35;353;3598;5312;984;19328;29947;47211;27883;11997;17088;21298;25441;35022;41652;52603;70137;5.8;27479.72
352380803;GAETAN HERVE;35238;Rennes;53;35;353;3598;5312;1278;17654;27935;43790;26136;11391;15644;19546;23707;33088;40255;48465;60875;5.3;25434.23
352380804;JEAN BAPTISTE BARRE;35238;Rennes;53;35;353;3598;5312;841;16647;27254;47926;31279;9488;15440;18121;22573;33646;41624;54407;72022;7.6;32815.12
352380805;HAUT QUINELEU;35238;Rennes;53;35;353;3598;5312;736;15657;30269;57048;41392;5603;12947;17327;22602;39278;48359;64965;85613;15.3;43477.23
352380806;MARGUERITTE;35238;Rennes;53;35;353;3598;5312;1227;14021;25558;48806;34785;5999;11755;16054;20096;32222;41808;54256;77716;13.0;59272.18
352380807;VILLENEUVE;35238;Rennes;53;35;353;3598;5312;881;13996;21104;36008;22012;6834;11699;15355;17956;25653;32839;42405;64381;9.4;36322.38
352380808;LA MADELEINE MAUCONSEIL;35238;Rennes;53;35;353;3598;5312;1306;12631;20559;37412;24781;5698;10495;14213;17317;26032;32906;42710;58967;10.3;33971.62
352380901;ARSENAL;35238;Rennes;53;35;353;3598;5312;1663;15945;26127;44546;28601;7640;13895;17984;22029;31944;40000;52130;71159;9.3;38860.42
352380902;LA MABILAIS;35238;Rennes;53;35;353;3598;5312;1730;17001;27340;45176;28175;8842;15050;18674;22453;33007;40038;50189;66166;7.5;34484.98
352380903;CLEUNAY EST;35238;Rennes;53;35;353;3598;5312;1616;13867;23243;38849;24982;4918;11164;15720;18981;28325;34346;43736;58500;11.9;29255.96
352380904;CLEUNAY OUEST;35238;Rennes;53;35;353;3598;5312;1401;13547;21416;35187;21640;4867;11068;15174;18027;25577;31467;40287;53695;11.0;26847.77
352380905;LA PREVALAYE;35238;Rennes;53;35;353;3598;5312;;;;;;;;;;;;;;;
352381001;PONTCHAILLOU;35238;Rennes;53;35;353;3598;5312;803;10548;19515;32738;22190;;;;;;;;;;
352381002;VILLEjEAN SUD EST;35238;Rennes;53;35;353;3598;5312;803;13796;20846;33100;19304;6622;12095;15168;17451;24370;29477;35908;45187;6.8;16309.66
352381003;VILLEjEAN SUD OUEST;35238;Rennes;53;35;353;3598;5312;969;12206;19953;30739;18533;4295;9965;13814;16890;23682;27837;33350;43877;10.2;17833.50
352381004;VILLEjEAN NORD OUEST;35238;Rennes;53;35;353;3598;5312;827;10136;17985;27471;17335;1800;8457;12080;14825;20872;24291;30259;37323;20.7;14597.51
352381005;VILLEjEAN NORD EST;35238;Rennes;53;35;353;3598;5312;715;12701;20950;32186;19485;;;;;;;;;;
352381006;DALLE KENNEDY;35238;Rennes;53;35;353;3598;5312;738;8455;16549;24593;16138;1450;6631;10996;13807;18861;22603;27729;35121;24.2;13199.92
352381007;BEAUREGARD;35238;Rennes;53;35;353;3598;5312;1645;16098;23938;36042;19944;7966;14252;17656;20517;28374;33288;39017;48094;6.0;24124.00
352381008;LA LANDE DU BREIL;35238;Rennes;53;35;353;3598;5312;80;18560;38372;57529;38969;;;;;;;;;;
352381101;LE LANDREL OUEST;35238;Rennes;53;35;353;3598;5312;705;12770;20237;30884;18114;5991;10758;15049;17692;23517;27863;33816;42869;7.2;14867.32
352381102;LE LANDREL EST LES HAUTES OURMES;35238;Rennes;53;35;353;3598;5312;1020;10186;17691;27577;17391;2945;8179;12293;15158;20743;25103;29939;38172;13.0;14406.41
352381103;SAINTE-ELIZABETH GRECE;35238;Rennes;53;35;353;3598;5312;866;19947;31986;45099;25152;12974;17614;22060;26812;37041;42461;48177;59553;4.6;21967.97
352381104;TORIGNE OUEST;35238;Rennes;53;35;353;3598;5312;812;8239;15719;24065;15826;1011;6173;9872;12503;18228;21815;27033;34454;34.1;13450.03
352381105;TORIGNE EST;35238;Rennes;53;35;353;3598;5312;785;7433;15265;23321;15888;231;5253;9174;12495;18054;21571;25666;34001;147.2;13407.19
352381106;SAINT-BENOIT;35238;Rennes;53;35;353;3598;5312;813;8239;15705;24461;16222;810;6183;9734;12705;18565;22451;26951;33824;41.8;13131.09
352381107;SUISSE;35238;Rennes;53;35;353;3598;5312;901;11443;19081;29634;18191;4700;9743;13407;16264;22409;26950;32316;39789;8.5;15719.84
352381108;PORTUGAL;35238;Rennes;53;35;353;3598;5312;793;19455;28262;41711;22256;12820;17368;20652;23719;33535;39066;44839;56125;4.4;19814.85
352381109;HENRI FREVILLE SUD EST;35238;Rennes;53;35;353;3598;5312;814;15443;23829;35269;19826;7853;13805;16957;20295;28020;32513;39249;48601;6.2;16227.07
352381201;LES HAUTES CHALAIS;35238;Rennes;53;35;353;3598;5312;975;16476;23955;36383;19907;10639;14972;17664;20814;28406;33275;39731;48710;4.6;22312.34
