IRIS;LIBIRIS;COM;LIBCOM;REG;DEP;ARR;CV;ZE2010;NBMEN11;RFMQ111;RFMQ211;RFMQ311;RFMIQ11;RFMD111;RFMD211;RFMD311;RFMD411;RFMD611;RFMD711;RFMD811;RFMD911;RFMRD11;RFMET11
10040101;LES PEROUSES-TRIANGLE D'ACTIVITE;1004;Ambérieu-en-Bugey;82;1;11;101;8201;723;15175;24856;39600;24425;8553;13213;16651;20308;29808;35683;43197;54429;6.4;27532.86
10040102;LONGERAY-GARE;1004;Ambérieu-en-Bugey;82;1;11;101;8201;1531;14838;22142;34204;19366;7179;12700;16112;19157;26509;31062;38194;48437;6.7;21908.40
10040201;CENTRE-ST GERMAIN-VAREILLES;1004;Ambérieu-en-Bugey;82;1;11;101;8201;1734;16432;25242;38090;21658;10387;14993;18089;21157;29227;34425;43089;54434;5.2;24448.27
10040202;TIRET-LES ALLYMES;1004;Ambérieu-en-Bugey;82;1;11;101;8201;1838;22137;35703;51539;29402;14671;19811;25155;30535;41024;47301;56825;71711;4.9;230574.07
10330101;COUPY-VANCHY;1033;Bellegarde-sur-Valserine;82;1;14;103;8219;560;14467;23984;44573;30106;;;;;;;;;;
10330102;Centre ville;1033;Bellegarde-sur-Valserine;82;1;14;103;8219;1534;14194;21797;36260;22066;6672;12134;15840;18535;25833;32309;40152;55033;8.2;22760.75
10330201;ARC VOUVRAY-GARE-CHATILLON;1033;Bellegarde-sur-Valserine;82;1;14;103;8219;1099;18786;32377;51436;32650;11395;16723;20746;26177;38954;46680;59318;79608;7.0;37307.03
10330202;PLATEAU DE MUSINENS;1033;Bellegarde-sur-Valserine;82;1;14;103;8219;1098;15239;25370;40990;25751;8118;13076;17122;21713;30802;37193;44757;61497;7.6;23429.11
10330301;ARLOD;1033;Bellegarde-sur-Valserine;82;1;14;103;8219;629;17394;27238;45494;28100;10377;15125;19636;22542;34268;41530;50319;66844;6.4;25262.44
10530101;CENTRE-VILLE;1053;Bourg-en-Bresse;82;1;12;199;8202;972;12941;20163;32889;19948;5898;10797;14263;17087;23836;29417;37149;56442;9.6;28839.38
10530102;CHAMP-DE-FOIRE;1053;Bourg-en-Bresse;82;1;12;199;8202;1192;14866;22956;35649;20783;8179;13299;16774;19647;26522;31888;39469;53698;6.6;30537.17
10530103;PREFECTURE;1053;Bourg-en-Bresse;82;1;12;199;8202;862;15610;25332;42016;26406;8556;13605;17725;21408;29655;36850;49212;70514;8.2;41952.67
10530201;CITADELLE;1053;Bourg-en-Bresse;82;1;12;199;8202;941;16846;24275;36397;19551;10071;14837;18422;21414;28770;33817;40801;52766;5.2;26641.99
10530202;MAIL;1053;Bourg-en-Bresse;82;1;12;199;8202;957;14448;21512;32337;17889;6759;12406;16104;18731;24777;29554;36117;45887;6.8;20867.49
10530203;PELOUX;1053;Bourg-en-Bresse;82;1;12;199;8202;990;16254;24500;35857;19603;7492;14663;18064;21448;28411;32774;40771;53714;7.2;24505.16
10530301;GARE;1053;Bourg-en-Bresse;82;1;12;199;8202;1354;17652;27015;40446;22794;10421;15973;19129;23001;31299;37030;46895;65789;6.3;32377.20
10530302;BROU;1053;Bourg-en-Bresse;82;1;12;199;8202;1427;15874;23128;35398;19524;9658;14096;17561;19777;26815;32449;40451;55415;5.7;33612.42
10530401;VENNES-OUEST;1053;Bourg-en-Bresse;82;1;12;199;8202;1017;15654;24243;37701;22047;8763;13814;17039;20290;29019;33832;42909;56437;6.4;23166.60
10530402;VENNES-EST;1053;Bourg-en-Bresse;82;1;12;199;8202;1098;21142;30826;44904;23762;15011;19449;22955;26574;35273;41184;48659;62337;4.2;29595.36
10530501;BAUDIERES;1053;Bourg-en-Bresse;82;1;12;199;8202;764;19326;28994;41873;22547;;;;;;;;;;
10530502;SARDIERES;1053;Bourg-en-Bresse;82;1;12;199;8202;1231;17023;27440;42141;25118;10505;15036;18964;22859;33414;39013;47343;65807;6.3;52567.92
10530503;CROIX-BLANCHE;1053;Bourg-en-Bresse;82;1;12;199;8202;1047;9019;16529;26038;17019;3365;7927;10751;13662;19356;23161;29906;39933;11.9;22135.78
10530601;PONT-DES-CHEVRES;1053;Bourg-en-Bresse;82;1;12;199;8202;1135;12591;19207;28406;15815;6348;11095;14008;16854;22219;25906;31601;40636;6.4;15753.60
10530602;REYSSOUZE-OUEST;1053;Bourg-en-Bresse;82;1;12;199;8202;869;11833;18837;27398;15565;5350;10480;13408;16137;21589;25492;30482;39700;7.4;15310.38
10530603;REYSSOUZE-EST;1053;Bourg-en-Bresse;82;1;12;199;8202;686;9061;14815;21336;12275;;;;;;;;;;
10530604;CENORD-GRAND-CHALLES;1053;Bourg-en-Bresse;82;1;12;199;8202;611;19161;31818;43800;24639;;;;;;;;;;
10530701;GRANGES-BARDES-ALAGNIER;1053;Bourg-en-Bresse;82;1;12;199;8202;941;19946;30564;44328;24382;12373;18348;21725;25746;35387;41620;47325;59133;4.8;33295.57
12830102;ZUS CENTRE;1283;Oyonnax;82;1;14;198;8203;837;12463;18947;29973;17510;6366;11206;14242;16669;23013;27484;32452;39859;6.3;15993.07
12830103;ZUS NORD EST;1283;Oyonnax;82;1;14;198;8203;1145;14092;20399;30574;16482;8404;12353;15466;17413;24562;28268;33739;41801;5.0;16358.82
12830104;ZUS OUEST;1283;Oyonnax;82;1;14;198;8203;766;12455;19173;30378;17923;6183;10279;14035;16987;23571;27765;32676;41661;6.7;16427.79
12830201;VILLE SUD;1283;Oyonnax;82;1;14;198;8203;942;16625;24679;37774;21149;10202;14975;18014;20938;29158;33755;41767;56108;5.5;85650.06
12830202;VILLE EST;1283;Oyonnax;82;1;14;198;8203;1014;13905;22152;35859;21954;7501;12415;15486;18470;27046;32849;40776;51882;6.9;27878.80
12830203;NIERME ET GEILLES;1283;Oyonnax;82;1;14;198;8203;799;13442;21831;35542;22100;6980;12019;14843;17698;26399;32520;38988;51668;7.4;24998.45
12830301;VILLE OUEST;1283;Oyonnax;82;1;14;198;8203;1135;15695;24208;37013;21318;9453;14251;17218;20130;28693;34127;41076;53718;5.7;29374.44
12830302;PARC INDUSTRIEL NORD;1283;Oyonnax;82;1;14;198;8203;;;;;;;;;;;;;;;
12830303;VILLE NORD;1283;Oyonnax;82;1;14;198;8203;945;16650;24694;38107;21457;10221;15236;17786;20953;29356;34856;42549;55271;5.4;25174.14
12830304;EXTERIEUR EST;1283;Oyonnax;82;1;14;198;8203;1032;16483;26277;40293;23811;10816;14992;17895;21542;31047;37558;43393;58790;5.4;28599.76
12830305;VEYZIAT;1283;Oyonnax;82;1;14;198;8203;592;28788;41620;57183;28395;19702;25059;30803;35988;47767;54427;63571;83287;4.2;55907.42
12830306;BOUVENT;1283;Oyonnax;82;1;14;198;8203;;;;;;;;;;;;;;;
21680101;CENTRE;2168;Château-Thierry;22;2;21;208;2201;2174;12844;20115;32000;19156;5728;11036;14622;17099;24079;28994;36053;48081;8.4;39145.92
21680201;CHESNEAUX;2168;Château-Thierry;22;2;21;208;2201;900;17875;27793;45618;27743;10916;16178;19386;23119;33289;40355;50639;67603;6.2;36476.57
21680301;ZI;2168;Château-Thierry;22;2;21;208;2201;;;;;;;;;;;;;;;
21680401;MARE AUBRY;2168;Château-Thierry;22;2;21;208;2201;961;16030;23716;37658;21628;9991;14618;17271;20522;28273;34489;41547;55145;5.5;27813.86
21680501;VAUCRISES;2168;Château-Thierry;22;2;21;208;2201;823;10399;16998;25816;15417;3486;8620;12006;14477;19559;23521;28238;35035;10.1;14209.92
21680601;GERBROIS-ST MARTIN-LE BUISSON-VINCELLES;2168;Château-Thierry;22;2;21;208;2201;807;20110;31224;49223;29113;13830;18428;22117;26405;38190;45021;54193;74851;5.4;30178.76
21680701;BLANCHARD;2168;Château-Thierry;22;2;21;208;2201;890;14724;25317;38531;23807;7487;12410;16614;19740;29717;35054;42811;55501;7.4;22943.28
21730101;NORD-OUEST;2173;Chauny;22;2;22;209;2202;2032;9948;17885;28181;18233;2454;7972;12096;14826;21033;24997;31127;38984;15.9;20183.33
21730201;SUD-OUEST;2173;Chauny;22;2;22;209;2202;2109;14062;22322;34580;20518;6935;12102;15739;19160;26489;31602;38023;50761;7.3;28685.08
21730301;NORD-EST;2173;Chauny;22;2;22;209;2202;1258;16310;24914;38105;21795;8087;14421;17923;21310;29414;34424;42159;55909;6.9;34441.77
24080101;SAINT-EXUPERY-MOULIN ROUX;2408;Laon;22;2;22;297;2204;1203;6378;14698;22298;15920;1;4204;8556;12056;17567;20255;25014;33499;33499.0;13590.06
24080102;CENTRE SOCIAL;2408;Laon;22;2;22;297;2204;537;2932;11500;19604;16672;;;;;;;;;;
24080103;LA FONTAINE;2408;Laon;22;2;22;297;2204;540;7463;17758;29062;21599;;;;;;;;;;
24080201;CITE DU NORD;2408;Laon;22;2;22;297;2204;1313;15545;23773;35057;19512;8665;13750;17099;20364;26938;31671;38315;48142;5.6;17872.54
24080301;GARE SAINT-MARCEL;2408;Laon;22;2;22;297;2204;1012;13234;22036;34979;21745;5811;11204;15134;18427;26583;31668;39383;54839;9.4;30952.30
24080401;INDIVIDUELS;2408;Laon;22;2;22;297;2204;504;19908;32033;47476;27569;;;;;;;;;;
24080402;PREVERT MARAICHERS;2408;Laon;22;2;22;297;2204;1072;12286;18491;26855;14570;5603;9998;13784;16514;21575;24432;29782;37692;6.7;14654.83
24080501;PLATEAU;2408;Laon;22;2;22;297;2204;1675;11569;22319;37477;25908;3350;9019;14313;18111;26830;33352;42946;61563;18.4;32908.61
24080601;VAUX;2408;Laon;22;2;22;297;2204;1128;16856;24588;36891;20035;8438;14725;18107;21529;28537;33513;41478;52671;6.2;21256.54
24080701;ZONE INDUSTRIELLE;2408;Laon;22;2;22;297;2204;;;;;;;;;;;;;;;
24080801;MONTREUIL-LA NEUVILLE-MARQUETTE;2408;Laon;22;2;22;297;2204;1585;11389;20055;32383;20994;2425;9020;13419;16764;24292;29216;36205;47774;19.7;20429.90
24080901;ARDON-LEUILLY-SEMILLY;2408;Laon;22;2;22;297;2204;798;18496;27991;45560;27064;11756;16327;20473;23905;32602;40003;49797;66844;5.7;30532.85
26910101;CENTRE VILLE 1;2691;Saint-Quentin;22;2;23;298;2205;1130;12885;22594;40973;28088;3581;10898;15101;18811;28137;35768;51433;77677;21.7;53796.63
26910102;CENTRE VILLE 2;2691;Saint-Quentin;22;2;23;298;2205;965;13486;25728;51935;38449;5282;11616;15982;20871;32718;43758;63223;92538;17.5;53441.81
26910103;CENTRE VILLE 3;2691;Saint-Quentin;22;2;23;298;2205;1077;11203;19166;33008;21805;2907;8769;13204;16309;23261;29562;37818;54346;18.7;41369.13
26910104;CENTRE VILLE 4;2691;Saint-Quentin;22;2;23;298;2205;1087;10809;19569;32381;21572;1526;8410;12872;16285;22920;28371;37225;56615;37.1;36579.29
26910201;EUROPE-REMICOURT 1;2691;Saint-Quentin;22;2;23;298;2205;1201;14628;22673;37902;23274;7075;13062;16125;19430;27317;33638;43136;61398;8.7;30479.53
26910202;EUROPE-REMICOURT 2;2691;Saint-Quentin;22;2;23;298;2205;820;17188;25362;37708;20520;9775;15369;19074;21649;30051;34679;41261;52672;5.4;19764.93
26910203;EUROPE-REMICOURT 3;2691;Saint-Quentin;22;2;23;298;2205;972;15705;23699;36322;20617;8405;13766;17168;20264;28050;33226;40622;55107;6.6;29617.85
26910204;EUROPE-REMICOURT 4;2691;Saint-Quentin;22;2;23;298;2205;692;6629;14931;24557;17929;316;5327;8940;12096;17992;22232;28097;37328;118.1;20229.11
26910205;EUROPE-REMICOURT 5;2691;Saint-Quentin;22;2;23;298;2205;599;5617;12842;18861;13244;;;;;;;;;;
26910206;EUROPE-REMICOURT 6;2691;Saint-Quentin;22;2;23;298;2205;766;9971;15776;23685;13714;1672;7974;11477;13913;18155;21922;26010;34514;20.6;13970.18
26910207;EUROPE-REMICOURT 7;2691;Saint-Quentin;22;2;23;298;2205;863;11644;17456;25254;13610;5464;9829;12917;15339;20117;23646;28728;36156;6.6;13034.38
26910208;EUROPE-REMICOURT 8;2691;Saint-Quentin;22;2;23;298;2205;711;18982;28224;45435;26453;11377;16782;20718;23938;33922;41707;50043;65492;5.8;34586.08
26910209;EUROPE-REMICOURT 9;2691;Saint-Quentin;22;2;23;298;2205;871;13143;23096;41524;28381;5414;11115;15115;18290;28702;35437;47484;65851;12.2;35468.13
26910210;EUROPE-REMICOURT 10;2691;Saint-Quentin;22;2;23;298;2205;124;15727;25540;37737;22011;;;;;;;;;;
26910301;ISLE 1;2691;Saint-Quentin;22;2;23;298;2205;1106;9179;18335;28771;19592;250;6875;11812;15730;22238;26334;31806;41204;164.8;22332.52
26910302;ISLE 2;2691;Saint-Quentin;22;2;23;298;2205;898;14977;22297;33506;18529;8158;13109;16829;19447;26329;30014;36373;46031;5.6;16657.26
26910303;ISLE 3;2691;Saint-Quentin;22;2;23;298;2205;1270;10930;17875;26976;16046;2404;8568;12344;15571;21158;25182;30315;37954;15.8;14297.94
26910304;ISLE 4;2691;Saint-Quentin;22;2;23;298;2205;1702;12403;19561;30750;18347;3975;10631;13841;16571;22988;27765;33999;43104;10.8;19359.01
26910401;SAINT-MARTIN-OESTRES 1;2691;Saint-Quentin;22;2;23;298;2205;1134;14080;22746;34853;20773;4841;11740;15588;18916;27183;32132;38418;50071;10.3;23910.00
26910402;SAINT-MARTIN-OESTRES 2;2691;Saint-Quentin;22;2;23;298;2205;914;13354;20507;30230;16876;5152;10715;15104;17724;24259;28026;33446;41460;8.0;15397.49
26910403;SAINT-MARTIN-OESTRES 3;2691;Saint-Quentin;22;2;23;298;2205;960;16541;24841;36107;19566;8682;14883;18053;20761;28427;33555;39164;48401;5.6;17140.77
26910501;VERMANDOIS 1;2691;Saint-Quentin;22;2;23;298;2205;1226;12510;20328;31472;18962;2782;10357;14082;17413;24250;28880;34358;43866;15.8;20598.14
26910502;VERMANDOIS 2;2691;Saint-Quentin;22;2;23;298;2205;641;10998;20349;32803;21805;759;8291;13075;16788;25923;29612;37100;51147;67.4;22479.21
26910503;VERMANDOIS 3;2691;Saint-Quentin;22;2;23;298;2205;1056;5607;14759;23038;17432;0;3315;7859;11274;17156;21082;25718;34413;;15580.69
26910504;VERMANDOIS 4;2691;Saint-Quentin;22;2;23;298;2205;859;17506;26550;39577;22071;11678;16175;19118;22231;30611;35585;41919;51377;4.4;20141.92
26910505;VERMANDOIS 5;2691;Saint-Quentin;22;2;23;298;2205;115;19257;27299;43221;23964;;;;;;;;;;
26910601;SAINT-JEAN;2691;Saint-Quentin;22;2;23;298;2205;1558;13889;22016;34303;20414;5051;11651;15604;18432;26137;31196;38343;49102;9.7;24557.62
27220101;PRESLES 1;2722;Soissons;22;2;24;299;2206;987;10837;18935;31081;20244;2142;8289;12767;15380;22724;28190;34870;46084;21.5;31532.13
27220102;PRESLES 2;2722;Soissons;22;2;24;299;2206;598;4781;12373;20667;15886;0;2301;6228;9395;15210;18318;22783;30573;;12751.05
27220103;PRESLES 3;2722;Soissons;22;2;24;299;2206;778;8420;15929;24703;16283;1783;6819;10197;13016;18875;22211;27723;36209;20.3;16216.23
27220201;MAUPAS;2722;Soissons;22;2;24;299;2206;1013;14001;19966;28438;14437;8267;12845;15430;17655;22976;26211;30926;39653;4.8;13980.29
27220301;LONGUES BAIES;2722;Soissons;22;2;24;299;2206;919;20193;34543;51569;31376;13390;17619;23129;28584;39371;46513;58282;77805;5.8;36119.57
27220401;SAINT-CREPIN;2722;Soissons;22;2;24;299;2206;1103;8576;15572;23522;14946;488;6845;10511;12994;17741;21266;26335;35874;73.5;16312.29
27220501;CENTRE 1;2722;Soissons;22;2;24;299;2206;944;20728;31427;47803;27076;13343;18808;22524;26788;36464;43776;52879;73484;5.5;52391.44
27220502;CENTRE 2;2722;Soissons;22;2;24;299;2206;1447;13923;21877;35150;21227;5873;11779;15862;19052;26388;31772;39102;53388;9.1;33207.25
27220503;CENTRE 3;2722;Soissons;22;2;24;299;2206;1429;15482;24184;40004;24522;7569;13462;16900;20275;29290;35752;45494;69829;9.2;40212.86
27220601;CHEVREUX;2722;Soissons;22;2;24;299;2206;618;7618;16674;29062;21444;300;5603;9843;13539;19977;25654;33287;42931;143.1;18751.19
27220701;SAINT-WAAST;2722;Soissons;22;2;24;299;2206;1100;16319;25570;37872;21553;9706;14671;18371;21581;30165;34984;41920;53570;5.5;31717.31
27220801;SAINT-MEDARD;2722;Soissons;22;2;24;299;2206;915;13336;19860;31708;18372;5603;11587;14857;16848;23296;28735;34797;44888;8.0;25838.26
27220901;GARE;2722;Soissons;22;2;24;299;2206;993;16024;25033;40385;24361;8004;13879;17541;20641;30486;35487;45629;63449;7.9;36871.95
27380101;QUESSY CENTRE;2738;Tergnier;22;2;22;242;2202;610;14380;22665;34855;20475;;;;;;;;;;
27380102;QUESSY CITE;2738;Tergnier;22;2;22;242;2202;587;15890;22849;32620;16730;8946;14273;16836;19782;26217;29943;35849;41243;4.6;13257.56
27380201;VOUEL;2738;Tergnier;22;2;22;242;2202;1025;12989;22417;34678;21689;5603;11012;15013;19014;26692;31842;38021;48516;8.7;18076.91
27380301;TERGNIER 1;2738;Tergnier;22;2;22;242;2202;1159;13647;22859;33926;20279;7442;12392;15109;18373;26961;31606;37468;47920;6.4;20635.54
27380302;TERGNIER 2;2738;Tergnier;22;2;22;242;2202;1180;10448;18445;28981;18534;2563;8075;12593;15883;21753;25995;31746;40909;16.0;21103.29
27380401;FARGNIERS;2738;Tergnier;22;2;22;242;2202;1516;14999;23158;35320;20321;7301;12898;16657;19545;27516;32485;38688;46946;6.4;22878.02
28100102;AVENUE DE COMPIEGNE;2810;Villers-Cotterêts;22;2;24;236;56;952;17405;25119;39320;21915;11596;15441;19150;22054;30056;36699;42898;55228;4.8;25260.55
28100202;CHATEAU;2810;Villers-Cotterêts;22;2;24;236;56;1253;16644;25860;41035;24391;10983;15027;18384;22043;30600;36780;45136;59102;5.4;56492.78
28100302;PISSELEUX;2810;Villers-Cotterêts;22;2;24;236;56;1095;21149;31357;44619;23470;15056;19328;22637;27274;36294;41673;48154;59338;3.9;21238.85
28100401;VIVIERES;2810;Villers-Cotterêts;22;2;24;236;56;996;14035;21247;34165;20130;7128;12418;15654;18473;25256;30070;37297;46089;6.5;16924.90
30950101;CENTRE HISTORIQUE;3095;Cusset;83;3;33;396;8303;1150;11960;18212;29066;17106;4416;10313;13464;15896;21124;25828;32460;41023;9.3;22657.89
30950102;MONTBETON-LES JONCHERES;3095;Cusset;83;3;33;396;8303;867;14484;23528;36368;21884;6332;12710;16365;19588;28514;33210;39607;50098;7.9;23954.08
30950103;PRESLES-PUYBESSEAU;3095;Cusset;83;3;33;396;8303;1501;12299;19295;30311;18012;4500;10123;13727;16598;22717;27223;33185;42470;9.4;17156.24
30950105;CHAMPCOURT-ZONE INDUSTRIELLE;3095;Cusset;83;3;33;396;8303;1032;17363;27311;39293;21930;10868;15666;19161;22788;31454;36136;42946;54639;5.0;26081.61
30950106;ZONE VERTE;3095;Cusset;83;3;33;396;8303;743;22429;33978;48697;26268;14594;19862;24849;29626;39551;45767;52505;67325;4.6;28425.67
30950111;BOULAIRES-GRAVES-CHAMBON ‚TENDU;3095;Cusset;83;3;33;396;8303;990;17493;25955;38410;20917;11512;15780;18998;22328;30009;35185;42219;54561;4.7;23161.22
31850101;CITE BRETONNIE-CHATELET-FAVIERES-CONCHES;3185;Montluçon;83;3;31;398;8301;1730;11859;19806;33886;22027;3834;9464;13571;16670;24195;29967;38776;58255;15.2;46383.90
31850102;DIENAT-FORGES;3185;Montluçon;83;3;31;398;8301;1460;12012;19652;31383;19371;4151;9882;13856;17074;23356;28129;35643;50418;12.1;27990.26
31850103;CHANTOISEAU-FAUCHEROUX;3185;Montluçon;83;3;31;398;8301;983;13249;21124;33423;20174;5934;11409;15151;18064;25285;30417;36516;46714;7.9;26062.85
31850104;FOURS A CHAUX;3185;Montluçon;83;3;31;398;8301;916;14313;21023;31832;17520;7304;12653;15532;18026;24035;29199;35002;43980;6.0;16122.56
31850105;MONTCOURTAIS;3185;Montluçon;83;3;31;398;8301;892;11057;18711;30896;19840;1990;9155;12943;16085;22072;27508;33484;42018;21.1;15801.17
31850106;VILLE GOZET;3185;Montluçon;83;3;31;398;8301;1928;9611;16331;24648;15037;1074;7808;11373;13984;18877;22342;27731;36635;34.1;38664.05
31850107;ZONE INDUSTRIELLE BLANZAT;3185;Montluçon;83;3;31;398;8301;496;13999;21552;31276;17277;;;;;;;;;;
31850108;MONTGACHER-CORDELIERS;3185;Montluçon;83;3;31;398;8301;1343;15836;23666;34776;18940;8536;13771;17258;20550;27500;32009;37676;49183;5.8;20957.95
31850109;CHATELARD-LA VERNE-NERDRE;3185;Montluçon;83;3;31;398;8301;216;21157;30547;43591;22434;;;;;;;;;;
31850110;RIMARD-MARIGNON;3185;Montluçon;83;3;31;398;8301;1599;16956;26924;40733;23777;10529;15395;18782;22241;32180;37578;45682;61004;5.8;34037.09
31850111;SAINT-JEAN;3185;Montluçon;83;3;31;398;8301;981;19491;30548;45306;25815;12332;17250;21645;25928;35945;42185;50316;64847;5.3;25807.50
31850112;LES ILES-BUFFON;3185;Montluçon;83;3;31;398;8301;939;16379;25500;38742;22363;9354;14872;18136;21612;29765;34834;41953;53172;5.7;22919.13
31850113;FONTBOUILLANT;3185;Montluçon;83;3;31;398;8301;1434;9719;17423;27194;17475;2602;7996;11224;14439;20524;24839;30596;40438;15.5;17530.61
31850114;LA CASERNE-LES GUINEBERTS;3185;Montluçon;83;3;31;398;8301;1110;14398;22547;35783;21385;6726;12986;15899;19172;27235;32552;38639;47149;7.0;17477.72
31850115;BIEN ASSIS;3185;Montluçon;83;3;31;398;8301;1295;8211;16456;26953;18742;0;5603;10633;13761;19626;24220;30872;40499;;16629.17
31850116;MARAIS-VILLARS;3185;Montluçon;83;3;31;398;8301;833;15123;21997;32676;17553;9110;13490;16409;19405;25177;29932;36419;44891;4.9;16235.60
31850117;VIVIANI-DUNLOP;3185;Montluçon;83;3;31;398;8301;1152;11730;18021;26414;14684;5224;10436;13098;15540;20884;24322;29104;37426;7.2;13098.18
31900101;CENTRE HISTORIQUE;3190;Moulins;83;3;32;399;8302;1144;10951;18718;31331;20380;3066;9105;12697;15739;22713;28215;34416;48186;15.7;25256.66
31900102;CENTRE MODERNE;3190;Moulins;83;3;32;399;8302;1897;13387;20115;33024;19637;7037;11807;14994;17208;24066;29181;37529;52764;7.5;29400.50
31900103;LES GATEAUX;3190;Moulins;83;3;32;399;8302;811;13257;20740;33000;19743;6006;11527;14975;17667;24198;29385;36744;45647;7.6;17468.55
31900104;QUARTIER NORD;3190;Moulins;83;3;32;399;8302;882;10950;18043;29398;18448;3827;9120;12846;15574;21498;25841;32959;43696;11.4;17919.46
31900105;DECIZE BOURGOGNE;3190;Moulins;83;3;32;399;8302;1060;15542;24141;37744;22202;6877;13454;17239;20631;28658;34596;42058;54054;7.9;25920.29
31900106;LYON GARE;3190;Moulins;83;3;32;399;8302;1015;14848;23776;38070;23222;6655;12965;16557;19870;28078;34857;42561;57247;8.6;28057.52
31900107;QUARTIER SUD ZONE 1;3190;Moulins;83;3;32;399;8302;1036;11438;18564;29255;17817;3806;9345;13173;15978;21906;26304;33013;42714;11.2;15958.99
31900108;QUARTIER SUD ZONE 2;3190;Moulins;83;3;32;399;8302;1377;8723;16237;26547;17824;472;6173;10400;13652;19346;23628;29299;37966;80.4;15359.53
31900109;LA MADELEINE;3190;Moulins;83;3;32;399;8302;859;16746;25664;38219;21473;10756;14857;18255;21792;29789;35284;41946;52955;4.9;22454.12
33100101;HOTEL DE VILLE;3310;Vichy;83;3;33;397;8303;1670;10210;17828;29377;19167;1200;7828;11832;15129;21372;26172;33397;47312;39.4;55843.04
33100102;MARCHE;3310;Vichy;83;3;33;397;8303;1991;9870;17360;27083;17213;759;7637;12026;14834;20445;24487;30388;41034;54.1;18648.74
33100103;DENIERE LES ROMAINS;3310;Vichy;83;3;33;397;8303;1536;11402;17414;27710;16308;3980;9699;12659;15252;20676;25010;31018;39550;9.9;15872.02
33100104;LES GARETS-BELLEVUE;3310;Vichy;83;3;33;397;8303;985;14875;21464;34881;20006;8007;13108;15977;18463;25632;31362;38378;48442;6.0;29592.62
33100105;FRANCE ET ROSIERES;3310;Vichy;83;3;33;397;8303;1646;11577;19635;33276;21699;2627;9379;13495;16786;23717;29730;37715;51866;19.7;26381.21
33100106;THERMAL-VIEUX-VICAN;3310;Vichy;83;3;33;397;8303;1454;14226;23767;42005;27779;6321;12343;16151;19765;30254;37961;48278;68882;10.9;47009.87
33100107;LES BAINS-REPUBLIQUE;3310;Vichy;83;3;33;397;8303;2125;13912;22575;38651;24739;7246;12388;15712;18910;27612;33984;43159;62042;8.6;36248.91
33100108;JEANNE D'ARC-STADE;3310;Vichy;83;3;33;397;8303;979;15103;22541;33451;18348;9454;13651;16711;19628;26358;30759;37348;50781;5.4;25222.76
33100109;LES AILES;3310;Vichy;83;3;33;397;8303;1081;9165;15257;22839;13674;722;7575;10490;13192;17756;21042;25509;32701;45.3;14731.50
33100110;BEAUSEjOUR-LES GRAVES-LES BARTINS;3310;Vichy;83;3;33;397;8303;1109;15333;21887;32858;17525;9515;13864;16411;19016;25382;30153;35655;46541;4.9;18581.41
33210101;CENTRE VILLE;3321;Yzeure;83;3;32;333;8302;1106;18758;28667;42930;24172;12156;16598;20422;24212;33294;38858;47022;58345;4.8;30172.45
33210102;BELLEVUE LES OZIERES;3321;Yzeure;83;3;32;333;8302;1756;22275;32513;45439;23164;15734;20130;23920;28195;36588;42082;48665;60371;3.8;22754.98
33210103;BATAILLOTS;3321;Yzeure;83;3;32;333;8302;1334;15263;24004;38239;22976;6541;12686;16797;19937;28599;34389;41040;51860;7.9;21152.86
33210104;SAINT-BONNET;3321;Yzeure;83;3;32;333;8302;770;21944;33793;47243;25299;14617;19799;24557;29067;39048;43486;51294;64735;4.4;25705.49
33210105;ZONE VERTE;3321;Yzeure;83;3;32;333;8302;479;24408;36919;49531;25123;;;;;;;;;;
33210106;ZONE INDUSTRIELLE;3321;Yzeure;83;3;32;333;8302;308;17217;26615;37721;20504;;;;;;;;;;
40700101;LES ARCHES;4070;Digne-les-Bains;93;4;43;497;9301;1014;16772;25702;39160;22388;9077;15097;18582;21591;30047;35639;43654;56677;6.2;26100.18
40700102;LES DOURBES;4070;Digne-les-Bains;93;4;43;497;9301;886;11873;20957;34256;22383;3732;10006;13736;17727;25036;31206;38787;53156;14.2;28148.15
40700103;PERIPHERIE OUEST;4070;Digne-les-Bains;93;4;43;497;9301;924;19890;31487;47688;27798;11836;17661;21896;27313;37194;44000;52220;69179;5.8;39137.54
40700104;LA SEBE;4070;Digne-les-Bains;93;4;43;497;9301;1001;15374;24562;38385;23011;9358;13789;17413;20741;28628;34880;41749;51300;5.5;18621.99
40700105;ROUTE DE MARSEILLE;4070;Digne-les-Bains;93;4;43;497;9301;1145;19089;30499;44114;25025;11887;17055;21105;25745;35476;40817;47808;59609;5.0;27549.98
40700106;ROUTE DE NICE;4070;Digne-les-Bains;93;4;43;497;9301;864;21961;37097;52228;30267;13710;19425;24421;31581;41969;47766;57311;71652;5.2;27335.18
40700107;CENTRE VILLE;4070;Digne-les-Bains;93;4;43;497;9301;1191;7037;14371;22814;15777;340;5242;8345;11515;17361;20419;25551;36907;108.6;18000.79
40700108;VILLE NORD;4070;Digne-les-Bains;93;4;43;497;9301;1158;13636;21989;35525;21889;6314;12236;15675;18878;25581;31601;39420;50331;8.0;26565.29
40700109;LE COUSSON;4070;Digne-les-Bains;93;4;43;497;9301;;;;;;;;;;;;;;;
41120101;MANOSQUE INTRA-MUROS;4112;Manosque;93;4;44;498;9302;1071;7787;14557;23871;16084;1177;5737;9412;11995;17811;21227;26952;36607;31.1;17982.08
